sample_id,pred_x,pred_y,gt_x,gt_y,error_px,scale,score,matched,time_ms
368,219.5,199.5,220.0,200.0,0.707,0.115,0.8448,True,2312.75
369,590.5,799.5,590.0,800.0,0.707,0.115,0.8019,True,2309.52
370,730.0,200.0,730.0,200.0,0.0,0.12,0.8263,True,2404.15
371,90.0,330.0,790.0,290.0,701.142,0.1,0.783,True,2327.42
372,640.5,780.5,640.5,780.5,0.0,0.105,0.8033,True,2617.63
373,520.5,690.5,520.5,690.5,0.0,0.115,0.7939,True,2627.78
374,520.0,560.0,330.5,230.5,380.106,0.1,0.7867,True,2650.1
375,219.5,760.5,220.0,760.0,0.707,0.095,0.812,True,2702.98
376,599.5,640.5,600.0,640.0,0.707,0.085,0.7673,True,2765.85
377,670.0,680.0,670.0,680.0,0.0,0.11,0.821,True,2622.82
378,340.0,620.0,340.0,620.0,0.0,0.11,0.8363,True,2648.78
379,730.5,200.5,730.5,200.5,0.0,0.115,0.8512,True,2640.65
380,300.5,229.5,300.0,230.0,0.707,0.105,0.7913,True,2731.57
381,560.0,730.0,560.0,730.0,0.0,0.1,0.7621,True,2516.61
382,430.0,720.0,430.0,720.0,0.0,0.11,0.813,True,2661.1
383,540.0,301.0,540.5,300.5,0.707,0.11,0.7785,True,2736.59
384,610.0,410.0,610.0,410.0,0.0,0.08,0.8103,True,2525.43
385,790.0,370.0,790.0,370.0,0.0,0.12,0.822,True,2782.23
386,430.5,310.5,430.5,310.5,0.0,0.085,0.8336,True,2766.11
387,650.0,560.0,650.0,560.0,0.0,0.08,0.7641,True,2748.54
388,249.5,770.5,250.0,770.0,0.707,0.085,0.785,True,2791.69
389,740.0,440.0,740.0,440.0,0.0,0.08,0.7759,True,2612.74
390,600.0,750.0,600.5,750.5,0.707,0.11,0.7825,True,2731.41
391,370.0,800.0,370.0,800.0,0.0,0.09,0.75,True,2638.37
392,320.5,249.5,320.0,250.0,0.707,0.115,0.7884,True,2778.27
393,770.5,770.5,770.5,770.5,0.0,0.105,0.83,True,2638.07
394,170.0,211.0,170.5,210.5,0.707,0.09,0.7389,True,2673.37
395,490.0,790.0,490.5,790.5,0.707,0.1,0.7928,True,2766.96
396,260.5,399.5,260.0,400.0,0.707,0.085,0.7507,True,2696.94
397,480.5,710.5,480.5,710.5,0.0,0.105,0.8266,True,2770.64
398,680.5,740.5,680.5,740.5,0.0,0.115,0.7793,True,2878.2
399,551.0,451.0,550.5,450.5,0.707,0.12,0.8177,True,2717.42
400,250.0,391.0,250.5,390.5,0.707,0.12,0.8424,True,2789.92
