sample_id,pred_x,pred_y,gt_x,gt_y,error_px,scale,score,matched,time_ms
367,439.5,199.5,440.0,200.0,0.707,0.115,0.8386,True,2070.44
368,200.0,641.0,200.5,640.5,0.707,0.08,0.7891,True,2072.49
369,600.0,360.0,600.5,360.5,0.707,0.11,0.8461,True,2070.61
370,240.5,480.5,240.0,480.0,0.707,0.095,0.793,True,2045.27
371,280.5,599.5,280.0,600.0,0.707,0.105,0.8055,True,2074.15
372,650.0,50.0,440.5,680.5,664.395,0.1,0.7854,True,2055.74
373,201.0,521.0,200.5,520.5,0.707,0.12,0.8497,True,2079.9
374,320.0,720.0,320.0,720.0,0.0,0.09,0.743,True,2071.67
375,480.0,240.0,480.5,240.5,0.707,0.11,0.8274,True,2020.33
376,200.5,600.5,200.5,600.5,0.0,0.105,0.8889,True,2021.87
377,720.5,600.5,720.0,600.0,0.707,0.085,0.7558,True,2029.7
378,679.5,240.5,680.0,240.0,0.707,0.105,0.7981,True,2069.42
379,800.5,600.5,800.5,600.5,0.0,0.105,0.8921,True,2024.88
380,680.5,600.5,680.5,600.5,0.0,0.095,0.8155,True,2029.52
381,440.0,600.0,440.0,600.0,0.0,0.09,0.869,True,2024.04
382,360.5,680.5,360.0,680.0,0.707,0.105,0.8187,True,2255.28
383,480.0,680.0,480.0,680.0,0.0,0.09,0.8071,True,2041.02
384,450.0,730.0,200.0,640.0,265.707,0.1,0.7798,True,2022.28
385,520.0,640.0,520.0,640.0,0.0,0.11,0.8157,True,2030.23
386,640.5,520.5,640.5,520.5,0.0,0.095,0.806,True,2008.83
387,330.0,170.0,640.5,480.5,439.113,0.1,0.7735,True,2079.29
388,250.0,450.0,440.5,200.5,313.912,0.1,0.7987,True,2037.04
389,240.5,160.5,240.5,160.5,0.0,0.085,0.7998,True,2050.57
390,640.0,640.0,640.0,640.0,0.0,0.12,0.8253,True,2017.17
391,360.0,640.0,360.0,640.0,0.0,0.11,0.8149,True,2041.84
392,520.5,320.5,520.5,320.5,0.0,0.095,0.8803,True,2088.25
393,319.5,719.5,320.0,720.0,0.707,0.095,0.8075,True,2152.56
394,480.5,560.5,480.5,560.5,0.0,0.115,0.8505,True,2013.74
395,480.0,640.0,480.0,640.0,0.0,0.09,0.8309,True,2033.17
396,640.5,800.5,640.5,800.5,0.0,0.095,0.7771,True,2026.24
397,520.5,800.5,520.5,800.5,0.0,0.115,0.8219,True,2016.63
398,641.0,241.0,640.5,240.5,0.707,0.12,0.8363,True,2017.15
399,440.5,320.5,440.0,320.0,0.707,0.105,0.8198,True,2103.59
400,720.0,560.0,720.0,560.0,0.0,0.09,0.7523,True,2083.07
