sample_id,pred_x,pred_y,gt_x,gt_y,error_px,scale,score,matched,time_ms
368,482.0,413.0,482.5,413.5,0.707,0.09,0.9132,True,1528.18
369,279.0,225.0,278.5,225.5,0.707,0.1,0.913,True,1431.87
370,351.0,585.0,351.0,585.0,0.0,0.09,0.8842,True,1548.12
371,786.0,402.0,785.5,402.5,0.707,0.1,0.8925,True,1453.06
372,718.5,253.5,718.5,253.5,0.0,0.085,0.9515,True,1576.93
373,597.0,830.0,597.5,830.5,0.707,0.09,0.8982,True,2460.14
374,485.0,599.0,485.0,599.0,0.0,0.12,0.9488,True,2823.51
375,254.0,754.0,254.0,754.0,0.0,0.1,0.9191,True,2858.46
376,189.0,280.0,189.0,280.0,0.0,0.09,0.8786,True,2550.11
377,818.5,608.5,819.0,609.0,0.707,0.085,0.8912,True,2993.56
378,787.0,734.0,786.5,734.5,0.707,0.09,0.8989,True,2807.1
379,431.5,533.5,432.0,534.0,0.707,0.115,0.9138,True,3021.5
380,695.0,636.0,695.0,636.0,0.0,0.09,0.9422,True,2749.04
381,248.0,264.0,247.5,264.5,0.707,0.1,0.9146,True,2878.82
382,236.0,275.0,236.0,275.0,0.0,0.1,0.8849,True,2980.4
383,589.0,783.0,589.5,783.5,0.707,0.1,0.9031,True,3311.49
384,322.5,609.5,322.5,609.5,0.0,0.085,0.8572,True,2717.74
385,449.0,676.0,449.5,675.5,0.707,0.09,0.8804,True,2866.87
386,556.0,339.0,556.0,339.0,0.0,0.08,0.8833,True,2884.33
387,184.5,816.5,184.5,816.5,0.0,0.115,0.9048,True,3022.47
388,422.5,233.5,422.0,234.0,0.707,0.115,0.9094,True,1806.62
389,528.0,380.0,528.0,380.0,0.0,0.11,0.9207,True,1589.03
390,645.0,336.0,645.5,335.5,0.707,0.09,0.9016,True,1450.5
391,223.5,796.5,223.5,796.5,0.0,0.105,0.9075,True,2604.61
392,335.5,179.5,335.5,179.5,0.0,0.105,0.9154,True,2706.68
393,791.0,314.0,790.5,313.5,0.707,0.11,0.9213,True,2532.82
394,235.5,569.5,235.5,569.5,0.0,0.115,0.9484,True,2716.02
395,511.5,432.5,511.0,432.0,0.707,0.095,0.9121,True,2557.3
396,211.5,530.5,212.0,530.0,0.707,0.105,0.9137,True,2672.78
397,658.5,406.5,659.0,407.0,0.707,0.085,0.9083,True,2811.41
398,768.0,733.0,768.0,733.0,0.0,0.1,0.9395,True,2694.29
399,201.0,214.0,201.5,213.5,0.707,0.11,0.9039,True,2783.36
400,714.5,281.5,714.5,281.5,0.0,0.095,0.9372,True,2876.56
